article_no,description,hsn_code,factory_code,composition,fabric_finish,count_construct,gsm,width,unit,category,invoice_desc,function_label,function_tag,date_of_item,fpt_report,garment_ref_pic,sample_card,ref_article,application,compliance,location,sample_size,test_method,remark,colour
POS#1465,100% Polyester Plain Ns,5407 5290,RC-430S5,100% Polyester,P/D+As+Wicking,"Warp Yarn- Pdty Sd 75D/72F Wir, Weft Yarn- Pdty Sd 75D/72F Wir, 126*102","83 GSM,","57/58""",mtr,sports_wear wovens,"Polyester Woven Plain Dyed Fabric, M/O. Texturised Filament Yarn, 83Gsm, 58""",B,"B - Quick Dry,Anti- Static,Breathable,Micro Fibre,Skin Friendly",5/1/2020,https://drive.google.com/open?id=10zmYyKdPV7hZRWaB68U17w-sWmLhg-QU,https://drive.google.com/open?id=10zmYyKdPV7hZRWaB68U17w-sWmLhg-QU,https://drive.google.com/open?id=10zmYyKdPV7hZRWaB68U17w-sWmLhg-QU,A#1234,"Sports Woven Bottom, Sports Jacket, Board Shorts","Oekotex, Azo Free",Delhi,Large,Testing,Test,"Black,D.Navy,Mid Night,Graphite,L.Grey,Olive,Coffee,Mouse,Khakhi,Beige,Wine,Salsa,Red,Royal,White,Sea Green,Peach"
